SCHOOL YEAR END DATE,BEDS CODE,NAME,SUBJECT,TOTAL ENROLLED,TOTAL NOT TESTED,TOTAL TESTED,LEVEL 1 COUNT,LEVEL 1 PCT,LEVEL 2 COUNT,LEVEL 2 PCT,LEVEL 3 COUNT,LEVEL 3 PCT,LEVEL 4 COUNT,LEVEL 4 PCT,LEVEL 3-4 PCT,MEAN SCALE SCORE
6/30/2021,310200010006,PS 6 LILLIE D BLAKE,Grade 4 ELA,79,19,60,0,0%,3,5%,15,25%,42,70%,95%,627
6/30/2021,310200010006,PS 6 LILLIE D BLAKE,Grade 4 Math,80,21,59,1,2%,4,7%,10,17%,44,75%,92%,620
6/30/2021,310200010006,PS 6 LILLIE D BLAKE,Grade 5 ELA,69,8,61,0,0%,9,15%,15,25%,37,61%,85%,624
6/30/2021,310200010006,PS 6 LILLIE D BLAKE,Grade 5 Math,69,9,60,3,5%,7,12%,6,10%,44,73%,83%,619
6/30/2021,310200010011,PS 11 WILLIAM T HARRIS,Grade 3 ELA,110,71,39,0,0%,1,3%,17,44%,21,54%,97%,623
6/30/2021,310200010011,PS 11 WILLIAM T HARRIS,Grade 3 Math,110,70,40,2,5%,7,18%,8,20%,23,58%,78%,612
6/30/2021,310200010011,PS 11 WILLIAM T HARRIS,Grade 4 ELA,138,87,51,0,0%,4,8%,6,12%,41,80%,92%,633
6/30/2021,310200010011,PS 11 WILLIAM T HARRIS,Grade 4 Math,138,87,51,5,10%,5,10%,7,14%,34,67%,80%,615
6/30/2021,310200010011,PS 11 WILLIAM T HARRIS,Grade 5 ELA,125,100,25,3,12%,1,4%,6,24%,15,60%,84%,619
6/30/2021,310200010011,PS 11 WILLIAM T HARRIS,Grade 5 Math,125,100,25,2,8%,0,0%,4,16%,19,76%,92%,619
6/30/2021,310200010033,PS 33 CHELSEA PREP,Grade 3 ELA,99,51,48,0,0%,3,6%,16,33%,29,60%,94%,624
6/30/2021,310200010033,PS 33 CHELSEA PREP,Grade 3 Math,99,46,53,3,6%,3,6%,9,17%,38,72%,89%,620
6/30/2021,310200010033,PS 33 CHELSEA PREP,Grade 4 ELA,76,42,34,0,0%,0,0%,2,6%,32,94%,100%,642
6/30/2021,310200010033,PS 33 CHELSEA PREP,Grade 4 Math,75,42,33,0,0%,1,3%,6,18%,26,79%,97%,620
6/30/2021,310200010033,PS 33 CHELSEA PREP,Grade 5 ELA,71,50,21,0,0%,3,14%,6,29%,12,57%,86%,625
6/30/2021,310200010033,PS 33 CHELSEA PREP,Grade 5 Math,72,50,22,1,5%,0,0%,4,18%,17,77%,95%,622
6/30/2021,310200010040,PS 40 AUGUSTUS SAINT-GAUDENS,Grade 3 ELA,111,37,74,2,3%,5,7%,39,53%,28,38%,91%,618
6/30/2021,310200010040,PS 40 AUGUSTUS SAINT-GAUDENS,Grade 3 Math,111,35,76,5,7%,10,13%,28,37%,33,43%,80%,608
6/30/2021,310200010040,PS 40 AUGUSTUS SAINT-GAUDENS,Grade 4 ELA,102,36,66,0,0%,5,8%,8,12%,53,80%,92%,627
6/30/2021,310200010040,PS 40 AUGUSTUS SAINT-GAUDENS,Grade 4 Math,102,37,65,1,2%,2,3%,18,28%,44,68%,95%,617
6/30/2021,310200010040,PS 40 AUGUSTUS SAINT-GAUDENS,Grade 5 ELA,90,39,51,3,6%,9,18%,8,16%,31,61%,76%,623
6/30/2021,310200010040,PS 40 AUGUSTUS SAINT-GAUDENS,Grade 5 Math,90,39,51,4,8%,12,24%,14,27%,21,41%,69%,610
6/30/2021,310200010041,PS 41 GREENWICH VILLAGE,Grade 3 ELA,85,24,61,1,2%,8,13%,30,49%,22,36%,85%,617
6/30/2021,310200010041,PS 41 GREENWICH VILLAGE,Grade 3 Math,84,20,64,1,2%,2,3%,18,28%,43,67%,95%,618
6/30/2021,310200010041,PS 41 GREENWICH VILLAGE,Grade 4 ELA,77,20,57,1,2%,4,7%,11,19%,41,72%,91%,626
6/30/2021,310200010041,PS 41 GREENWICH VILLAGE,Grade 4 Math,77,21,56,4,7%,4,7%,15,27%,33,59%,86%,612
6/30/2021,310200010041,PS 41 GREENWICH VILLAGE,Grade 5 ELA,82,33,49,2,4%,7,14%,11,22%,29,59%,82%,622
6/30/2021,310200010041,PS 41 GREENWICH VILLAGE,Grade 5 Math,82,27,55,2,4%,7,13%,12,22%,34,62%,84%,617
6/30/2021,310200010042,PS 42 BENJAMIN ALTMAN,Grade 3 ELA,88,36,52,7,13%,11,21%,20,38%,14,27%,65%,606
6/30/2021,310200010042,PS 42 BENJAMIN ALTMAN,Grade 3 Math,87,37,50,8,16%,9,18%,13,26%,20,40%,66%,606
6/30/2021,310200010042,PS 42 BENJAMIN ALTMAN,Grade 4 ELA,85,43,42,4,10%,11,26%,16,38%,11,26%,64%,604
6/30/2021,310200010042,PS 42 BENJAMIN ALTMAN,Grade 4 Math,85,41,44,4,9%,10,23%,12,27%,18,41%,68%,607
6/30/2021,310200010042,PS 42 BENJAMIN ALTMAN,Grade 5 ELA,76,44,32,8,25%,6,19%,5,16%,13,41%,56%,611
6/30/2021,310200010042,PS 42 BENJAMIN ALTMAN,Grade 5 Math,76,44,32,2,6%,5,16%,6,19%,19,59%,78%,615
6/30/2021,310200010051,PS 51 ELIAS HOWE,Grade 3 ELA,64,60,4,-,-,-,-,-,-,-,-,-,-
6/30/2021,310200010051,PS 51 ELIAS HOWE,Grade 3 Math,63,59,4,-,-,-,-,-,-,-,-,-,-
6/30/2021,310200010051,PS 51 ELIAS HOWE,Grade 4 ELA,78,70,8,0,0%,2,25%,3,38%,3,38%,75%,611
6/30/2021,310200010051,PS 51 ELIAS HOWE,Grade 4 Math,79,69,10,1,10%,5,50%,2,20%,2,20%,40%,599
6/30/2021,310200010051,PS 51 ELIAS HOWE,Grade 5 ELA,49,39,10,0,0%,4,40%,2,20%,4,40%,60%,613
6/30/2021,310200010051,PS 51 ELIAS HOWE,Grade 5 Math,49,40,9,0,0%,2,22%,5,56%,2,22%,78%,610
6/30/2021,310200010051,PS 51 ELIAS HOWE,Grade 6 ELA,1,1,0,0,,0,,0,,0,,,
6/30/2021,310200010051,PS 51 ELIAS HOWE,Grade 6 Math,1,1,0,0,,0,,0,,0,,,
6/30/2021,310200010059,PS 59 BEEKMAN HILL INTERNATIONAL,Grade 3 ELA,88,27,61,1,2%,8,13%,32,52%,20,33%,85%,615
6/30/2021,310200010059,PS 59 BEEKMAN HILL INTERNATIONAL,Grade 3 Math,88,21,67,9,13%,7,10%,27,40%,24,36%,76%,607
6/30/2021,310200010059,PS 59 BEEKMAN HILL INTERNATIONAL,Grade 4 ELA,80,29,51,0,0%,4,8%,9,18%,38,75%,92%,626
6/30/2021,310200010059,PS 59 BEEKMAN HILL INTERNATIONAL,Grade 4 Math,80,28,52,5,10%,8,15%,15,29%,24,46%,75%,608
6/30/2021,310200010059,PS 59 BEEKMAN HILL INTERNATIONAL,Grade 5 ELA,93,37,56,3,5%,11,20%,14,25%,28,50%,75%,620
6/30/2021,310200010059,PS 59 BEEKMAN HILL INTERNATIONAL,Grade 5 Math,93,43,50,9,18%,3,6%,11,22%,27,54%,76%,611
6/30/2021,310200010077,PS 77 LOWER LAB SCHOOL,Grade 3 ELA,63,7,56,0,0%,0,0%,11,20%,45,80%,100%,631
6/30/2021,310200010077,PS 77 LOWER LAB SCHOOL,Grade 3 Math,63,6,57,1,2%,1,2%,9,16%,46,81%,96%,624
6/30/2021,310200010077,PS 77 LOWER LAB SCHOOL,Grade 4 ELA,56,7,49,0,0%,0,0%,1,2%,48,98%,100%,641
6/30/2021,310200010077,PS 77 LOWER LAB SCHOOL,Grade 4 Math,56,6,50,0,0%,0,0%,4,8%,46,92%,100%,627
6/30/2021,310200010077,PS 77 LOWER LAB SCHOOL,Grade 5 ELA,50,6,44,0,0%,4,9%,3,7%,37,84%,91%,638
6/30/2021,310200010077,PS 77 LOWER LAB SCHOOL,Grade 5 Math,50,6,44,0,0%,0,0%,1,2%,43,98%,100%,630
6/30/2021,310200010089,PS 89,Grade 3 ELA,48,5,43,1,2%,3,7%,11,26%,28,65%,91%,626
6/30/2021,310200010089,PS 89,Grade 3 Math,48,4,44,4,9%,7,16%,9,20%,24,55%,75%,612
6/30/2021,310200010089,PS 89,Grade 4 ELA,47,9,38,0,0%,0,0%,4,11%,34,89%,100%,636
6/30/2021,310200010089,PS 89,Grade 4 Math,47,9,38,0,0%,2,5%,13,34%,23,61%,95%,616
6/30/2021,310200010089,PS 89,Grade 5 ELA,44,9,35,1,3%,1,3%,6,17%,27,77%,94%,629
6/30/2021,310200010089,PS 89,Grade 5 Math,44,8,36,4,11%,4,11%,7,19%,21,58%,78%,613
6/30/2021,310200010104,JHS 104 SIMON BARUCH,Grade 6 ELA,307,185,122,4,3%,4,3%,31,25%,83,68%,93%,619
6/30/2021,310200010104,JHS 104 SIMON BARUCH,Grade 6 Math,307,178,129,12,9%,32,25%,43,33%,42,33%,66%,608
6/30/2021,310200010104,JHS 104 SIMON BARUCH,Grade 7 ELA,336,181,155,10,6%,25,16%,53,34%,67,43%,77%,616
6/30/2021,310200010104,JHS 104 SIMON BARUCH,Grade 7 Math,336,182,154,15,10%,26,17%,45,29%,68,44%,73%,611
6/30/2021,310200010104,JHS 104 SIMON BARUCH,Grade 8 ELA,343,271,72,1,1%,8,11%,14,19%,49,68%,88%,619
6/30/2021,310200010104,JHS 104 SIMON BARUCH,Grade 8 Math,344,344,0,0,,0,,0,,0,,,
6/30/2021,310200010111,PS 111 ADOLPH S OCHS,Grade 3 ELA,48,22,26,2,8%,5,19%,4,15%,15,58%,73%,615
6/30/2021,310200010111,PS 111 ADOLPH S OCHS,Grade 3 Math,47,21,26,2,8%,2,8%,10,38%,12,46%,85%,613
6/30/2021,310200010111,PS 111 ADOLPH S OCHS,Grade 4 ELA,52,30,22,1,5%,5,23%,1,5%,15,68%,73%,622
6/30/2021,310200010111,PS 111 ADOLPH S OCHS,Grade 4 Math,52,29,23,7,30%,2,9%,2,9%,12,52%,61%,602
6/30/2021,310200010111,PS 111 ADOLPH S OCHS,Grade 5 ELA,68,47,21,3,14%,5,24%,7,33%,6,29%,62%,610
6/30/2021,310200010111,PS 111 ADOLPH S OCHS,Grade 5 Math,68,47,21,9,43%,4,19%,5,24%,3,14%,38%,595
6/30/2021,310200010114,EAST SIDE MIDDLE SCHOOL,Grade 6 ELA,137,48,89,1,1%,1,1%,9,10%,78,88%,98%,629
6/30/2021,310200010114,EAST SIDE MIDDLE SCHOOL,Grade 6 Math,137,48,89,2,2%,7,8%,20,22%,60,67%,90%,620
6/30/2021,310200010114,EAST SIDE MIDDLE SCHOOL,Grade 7 ELA,146,69,77,1,1%,2,3%,14,18%,60,78%,96%,630
6/30/2021,310200010114,EAST SIDE MIDDLE SCHOOL,Grade 7 Math,146,69,77,0,0%,3,4%,4,5%,70,91%,96%,629
6/30/2021,310200010114,EAST SIDE MIDDLE SCHOOL,Grade 8 ELA,140,94,46,0,0%,0,0%,4,9%,42,91%,100%,629
6/30/2021,310200010114,EAST SIDE MIDDLE SCHOOL,Grade 8 Math,140,122,18,0,0%,0,0%,3,17%,15,83%,100%,629
6/30/2021,310200010116,PS 116 MARY LINDLEY MURRAY,Grade 3 ELA,66,49,17,1,6%,4,24%,8,47%,4,24%,71%,610
6/30/2021,310200010116,PS 116 MARY LINDLEY MURRAY,Grade 3 Math,65,47,18,2,11%,2,11%,9,50%,5,28%,78%,604
6/30/2021,310200010116,PS 116 MARY LINDLEY MURRAY,Grade 4 ELA,68,53,15,0,0%,2,13%,3,20%,10,67%,87%,621
6/30/2021,310200010116,PS 116 MARY LINDLEY MURRAY,Grade 4 Math,68,52,16,2,13%,7,44%,5,31%,2,13%,44%,595
6/30/2021,310200010116,PS 116 MARY LINDLEY MURRAY,Grade 5 ELA,46,35,11,0,0%,3,27%,5,45%,3,27%,73%,616
6/30/2021,310200010116,PS 116 MARY LINDLEY MURRAY,Grade 5 Math,46,35,11,0,0%,3,27%,3,27%,5,45%,73%,611
6/30/2021,310200010124,PS 124 YUNG WING,Grade 3 ELA,96,51,45,4,9%,8,18%,18,40%,15,33%,73%,611
6/30/2021,310200010124,PS 124 YUNG WING,Grade 3 Math,96,50,46,10,22%,5,11%,17,37%,14,30%,67%,602
6/30/2021,310200010124,PS 124 YUNG WING,Grade 4 ELA,103,55,48,2,4%,3,6%,9,19%,34,71%,90%,622
6/30/2021,310200010124,PS 124 YUNG WING,Grade 4 Math,103,55,48,1,2%,6,13%,14,29%,27,56%,85%,614
6/30/2021,310200010124,PS 124 YUNG WING,Grade 5 ELA,99,54,45,0,0%,8,18%,17,38%,20,44%,82%,618
6/30/2021,310200010124,PS 124 YUNG WING,Grade 5 Math,99,54,45,1,2%,8,18%,10,22%,26,58%,80%,615
6/30/2021,310200010126,PS 126 JACOB AUGUST RIIS,Grade 3 ELA,55,41,14,0,0%,3,21%,9,64%,2,14%,79%,608
6/30/2021,310200010126,PS 126 JACOB AUGUST RIIS,Grade 3 Math,55,42,13,0,0%,1,8%,8,62%,4,31%,92%,608
6/30/2021,310200010126,PS 126 JACOB AUGUST RIIS,Grade 4 ELA,58,44,14,3,21%,2,14%,2,14%,7,50%,64%,606
6/30/2021,310200010126,PS 126 JACOB AUGUST RIIS,Grade 4 Math,58,45,13,1,8%,3,23%,4,31%,5,38%,69%,607
6/30/2021,310200010126,PS 126 JACOB AUGUST RIIS,Grade 5 ELA,52,37,15,2,13%,5,33%,6,40%,2,13%,53%,606
6/30/2021,310200010126,PS 126 JACOB AUGUST RIIS,Grade 5 Math,52,44,8,0,0%,4,50%,2,25%,2,25%,50%,605
6/30/2021,310200010126,PS 126 JACOB AUGUST RIIS,Grade 6 ELA,113,70,43,2,5%,2,5%,17,40%,22,51%,91%,613
6/30/2021,310200010126,PS 126 JACOB AUGUST RIIS,Grade 6 Math,112,74,38,4,11%,6,16%,11,29%,17,45%,74%,612
6/30/2021,310200010126,PS 126 JACOB AUGUST RIIS,Grade 7 ELA,112,69,43,1,2%,7,16%,12,28%,23,53%,81%,621
6/30/2021,310200010126,PS 126 JACOB AUGUST RIIS,Grade 7 Math,111,70,41,2,5%,1,2%,14,34%,24,59%,93%,620
6/30/2021,310200010126,PS 126 JACOB AUGUST RIIS,Grade 8 ELA,109,82,27,0,0%,6,22%,7,26%,14,52%,78%,612
6/30/2021,310200010126,PS 126 JACOB AUGUST RIIS,Grade 8 Math,109,109,0,0,,0,,0,,0,,,
6/30/2021,310200010130,PS 130 HERNANDO DE SOTO,Grade 3 ELA,125,56,69,3,4%,9,13%,36,52%,21,30%,83%,612
6/30/2021,310200010130,PS 130 HERNANDO DE SOTO,Grade 3 Math,124,55,69,2,3%,11,16%,28,41%,28,41%,81%,610
6/30/2021,310200010130,PS 130 HERNANDO DE SOTO,Grade 4 ELA,107,39,68,3,4%,13,19%,18,26%,34,50%,76%,616
6/30/2021,310200010130,PS 130 HERNANDO DE SOTO,Grade 4 Math,107,39,68,7,10%,11,16%,14,21%,36,53%,74%,610
6/30/2021,310200010130,PS 130 HERNANDO DE SOTO,Grade 5 ELA,115,55,60,6,10%,7,12%,22,37%,25,42%,78%,618
6/30/2021,310200010130,PS 130 HERNANDO DE SOTO,Grade 5 Math,113,53,60,7,12%,12,20%,17,28%,24,40%,68%,608
6/30/2021,310200010131,MS 131,Grade 6 ELA,66,47,19,5,26%,5,26%,4,21%,5,26%,47%,595
6/30/2021,310200010131,MS 131,Grade 6 Math,66,44,22,13,59%,4,18%,2,9%,3,14%,23%,586
6/30/2021,310200010131,MS 131,Grade 7 ELA,65,43,22,8,36%,4,18%,8,36%,2,9%,45%,591
6/30/2021,310200010131,MS 131,Grade 7 Math,65,47,18,9,50%,1,6%,3,17%,5,28%,44%,594
6/30/2021,310200010131,MS 131,Grade 8 ELA,102,81,21,6,29%,3,14%,6,29%,6,29%,57%,596
6/30/2021,310200010131,MS 131,Grade 8 Math,101,101,0,0,,0,,0,,0,,,
6/30/2021,310200010150,PS 150,Grade 3 ELA,21,7,14,0,0%,0,0%,4,29%,10,71%,100%,629
6/30/2021,310200010150,PS 150,Grade 3 Math,20,6,14,0,0%,0,0%,5,36%,9,64%,100%,619
6/30/2021,310200010150,PS 150,Grade 4 ELA,23,12,11,0,0%,0,0%,3,27%,8,73%,100%,624
6/30/2021,310200010150,PS 150,Grade 4 Math,23,10,13,1,8%,1,8%,3,23%,8,62%,85%,616
6/30/2021,310200010150,PS 150,Grade 5 ELA,27,9,18,0,0%,1,6%,2,11%,15,83%,94%,634
6/30/2021,310200010150,PS 150,Grade 5 Math,27,10,17,0,0%,2,12%,6,35%,9,53%,88%,615
6/30/2021,310200010151,YORKVILLE COMMUNITY SCHOOL,Grade 3 ELA,52,36,16,0,0%,3,19%,4,25%,9,56%,81%,620
6/30/2021,310200010151,YORKVILLE COMMUNITY SCHOOL,Grade 3 Math,52,36,16,0,0%,1,6%,6,38%,9,56%,94%,612
6/30/2021,310200010151,YORKVILLE COMMUNITY SCHOOL,Grade 4 ELA,64,46,18,0,0%,1,6%,3,17%,14,78%,94%,624
6/30/2021,310200010151,YORKVILLE COMMUNITY SCHOOL,Grade 4 Math,64,46,18,0,0%,5,28%,4,22%,9,50%,72%,611
6/30/2021,310200010151,YORKVILLE COMMUNITY SCHOOL,Grade 5 ELA,64,50,14,1,7%,1,7%,4,29%,8,57%,86%,623
6/30/2021,310200010151,YORKVILLE COMMUNITY SCHOOL,Grade 5 Math,64,50,14,1,7%,3,21%,3,21%,7,50%,71%,609
6/30/2021,310200010158,PS 158 BAYARD TAYLOR,Grade 3 ELA,98,29,69,1,1%,6,9%,26,38%,36,52%,90%,621
6/30/2021,310200010158,PS 158 BAYARD TAYLOR,Grade 3 Math,98,16,82,5,6%,2,2%,29,35%,46,56%,91%,615
6/30/2021,310200010158,PS 158 BAYARD TAYLOR,Grade 4 ELA,74,31,43,1,2%,6,14%,12,28%,24,56%,84%,618
6/30/2021,310200010158,PS 158 BAYARD TAYLOR,Grade 4 Math,74,28,46,5,11%,8,17%,9,20%,24,52%,72%,610
6/30/2021,310200010158,PS 158 BAYARD TAYLOR,Grade 5 ELA,95,47,48,7,15%,12,25%,8,17%,21,44%,60%,616
6/30/2021,310200010158,PS 158 BAYARD TAYLOR,Grade 5 Math,95,37,58,5,9%,5,9%,17,29%,31,53%,83%,613
6/30/2021,310200010167,JHS 167 ROBERT F WAGNER,Grade 6 ELA,438,282,156,6,4%,18,12%,38,24%,94,60%,85%,616
6/30/2021,310200010167,JHS 167 ROBERT F WAGNER,Grade 6 Math,438,286,152,24,16%,37,24%,51,34%,40,26%,60%,606
6/30/2021,310200010167,JHS 167 ROBERT F WAGNER,Grade 7 ELA,379,243,136,6,4%,15,11%,47,35%,68,50%,85%,620
6/30/2021,310200010167,JHS 167 ROBERT F WAGNER,Grade 7 Math,378,245,133,6,5%,23,17%,32,24%,72,54%,78%,616
6/30/2021,310200010167,JHS 167 ROBERT F WAGNER,Grade 8 ELA,422,324,98,2,2%,16,16%,27,28%,53,54%,82%,614
6/30/2021,310200010167,JHS 167 ROBERT F WAGNER,Grade 8 Math,421,370,51,13,25%,22,43%,9,18%,7,14%,31%,601
6/30/2021,310200010177,YORKVILLE EAST MIDDLE SCHOOL,Grade 6 ELA,97,49,48,6,13%,4,8%,9,19%,29,60%,79%,613
6/30/2021,310200010177,YORKVILLE EAST MIDDLE SCHOOL,Grade 6 Math,97,48,49,5,10%,8,16%,14,29%,22,45%,73%,612
6/30/2021,310200010177,YORKVILLE EAST MIDDLE SCHOOL,Grade 7 ELA,64,39,25,0,0%,6,24%,10,40%,9,36%,76%,615
6/30/2021,310200010177,YORKVILLE EAST MIDDLE SCHOOL,Grade 7 Math,64,40,24,0,0%,5,21%,7,29%,12,50%,79%,617
6/30/2021,310200010177,YORKVILLE EAST MIDDLE SCHOOL,Grade 8 ELA,72,44,28,1,4%,3,11%,6,21%,18,64%,86%,617
6/30/2021,310200010177,YORKVILLE EAST MIDDLE SCHOOL,Grade 8 Math,72,72,0,0,,0,,0,,0,,,
6/30/2021,310200010183,PS 183 ROBERT L STEVENSON,Grade 3 ELA,81,21,60,0,0%,1,2%,31,52%,28,47%,98%,623
6/30/2021,310200010183,PS 183 ROBERT L STEVENSON,Grade 3 Math,81,20,61,1,2%,5,8%,15,25%,40,66%,90%,617
6/30/2021,310200010183,PS 183 ROBERT L STEVENSON,Grade 4 ELA,75,20,55,1,2%,2,4%,10,18%,42,76%,95%,629
6/30/2021,310200010183,PS 183 ROBERT L STEVENSON,Grade 4 Math,75,19,56,1,2%,7,13%,15,27%,33,59%,86%,612
6/30/2021,310200010183,PS 183 ROBERT L STEVENSON,Grade 5 ELA,72,15,57,2,4%,11,19%,9,16%,35,61%,77%,622
6/30/2021,310200010183,PS 183 ROBERT L STEVENSON,Grade 5 Math,72,15,57,4,7%,3,5%,17,30%,33,58%,88%,615
6/30/2021,310200010198,PS 198 ISADOR E IDA STRAUS,Grade 3 ELA,52,20,32,3,9%,5,16%,11,34%,13,41%,75%,613
6/30/2021,310200010198,PS 198 ISADOR E IDA STRAUS,Grade 3 Math,53,19,34,4,12%,6,18%,7,21%,17,50%,71%,609
6/30/2021,310200010198,PS 198 ISADOR E IDA STRAUS,Grade 4 ELA,48,17,31,1,3%,5,16%,5,16%,20,65%,81%,618
6/30/2021,310200010198,PS 198 ISADOR E IDA STRAUS,Grade 4 Math,48,12,36,4,11%,5,14%,10,28%,17,47%,75%,610
6/30/2021,310200010198,PS 198 ISADOR E IDA STRAUS,Grade 5 ELA,75,39,36,3,8%,6,17%,5,14%,22,61%,75%,623
6/30/2021,310200010198,PS 198 ISADOR E IDA STRAUS,Grade 5 Math,76,42,34,2,6%,3,9%,7,21%,22,65%,85%,619
6/30/2021,310200010212,PS 212 MIDTOWN WEST,Grade 3 ELA,48,29,19,0,0%,3,16%,11,58%,5,26%,84%,613
6/30/2021,310200010212,PS 212 MIDTOWN WEST,Grade 3 Math,48,30,18,0,0%,4,22%,8,44%,6,33%,78%,609
6/30/2021,310200010212,PS 212 MIDTOWN WEST,Grade 4 ELA,49,31,18,1,6%,3,17%,4,22%,10,56%,78%,617
6/30/2021,310200010212,PS 212 MIDTOWN WEST,Grade 4 Math,49,31,18,2,11%,4,22%,7,39%,5,28%,67%,605
6/30/2021,310200010212,PS 212 MIDTOWN WEST,Grade 5 ELA,45,34,11,1,9%,2,18%,3,27%,5,45%,73%,621
6/30/2021,310200010212,PS 212 MIDTOWN WEST,Grade 5 Math,45,33,12,3,25%,4,33%,1,8%,4,33%,42%,600
6/30/2021,310200010217,PS/IS 217 ROOSEVELT ISLAND,Grade 3 ELA,80,36,44,0,0%,4,9%,14,32%,26,59%,91%,623
6/30/2021,310200010217,PS/IS 217 ROOSEVELT ISLAND,Grade 3 Math,80,35,45,3,7%,10,22%,10,22%,22,49%,71%,608
6/30/2021,310200010217,PS/IS 217 ROOSEVELT ISLAND,Grade 4 ELA,71,27,44,0,0%,3,7%,6,14%,35,80%,93%,633
6/30/2021,310200010217,PS/IS 217 ROOSEVELT ISLAND,Grade 4 Math,71,23,48,1,2%,8,17%,7,15%,32,67%,81%,616
6/30/2021,310200010217,PS/IS 217 ROOSEVELT ISLAND,Grade 5 ELA,59,24,35,3,9%,2,6%,9,26%,21,60%,86%,624
6/30/2021,310200010217,PS/IS 217 ROOSEVELT ISLAND,Grade 5 Math,59,23,36,5,14%,5,14%,6,17%,20,56%,72%,612
6/30/2021,310200010217,PS/IS 217 ROOSEVELT ISLAND,Grade 6 ELA,31,24,7,2,29%,1,14%,1,14%,3,43%,57%,609
6/30/2021,310200010217,PS/IS 217 ROOSEVELT ISLAND,Grade 6 Math,31,21,10,3,30%,2,20%,1,10%,4,40%,50%,603
6/30/2021,310200010217,PS/IS 217 ROOSEVELT ISLAND,Grade 7 ELA,30,19,11,1,9%,2,18%,7,64%,1,9%,73%,608
6/30/2021,310200010217,PS/IS 217 ROOSEVELT ISLAND,Grade 7 Math,31,20,11,1,9%,3,27%,5,45%,2,18%,64%,610
6/30/2021,310200010217,PS/IS 217 ROOSEVELT ISLAND,Grade 8 ELA,25,21,4,-,-,-,-,-,-,-,-,-,-
6/30/2021,310200010217,PS/IS 217 ROOSEVELT ISLAND,Grade 8 Math,25,21,4,-,-,-,-,-,-,-,-,-,-
6/30/2021,310200010234,PS 234 INDEPENDENCE SCHOOL,Grade 3 ELA,78,16,62,1,2%,6,10%,28,45%,27,44%,89%,618
6/30/2021,310200010234,PS 234 INDEPENDENCE SCHOOL,Grade 3 Math,77,15,62,9,15%,11,18%,27,44%,15,24%,68%,602
6/30/2021,310200010234,PS 234 INDEPENDENCE SCHOOL,Grade 4 ELA,65,13,52,0,0%,1,2%,9,17%,42,81%,98%,628
6/30/2021,310200010234,PS 234 INDEPENDENCE SCHOOL,Grade 4 Math,64,13,51,0,0%,4,8%,10,20%,37,73%,92%,619
6/30/2021,310200010234,PS 234 INDEPENDENCE SCHOOL,Grade 5 ELA,69,16,53,1,2%,6,11%,11,21%,35,66%,87%,627
6/30/2021,310200010234,PS 234 INDEPENDENCE SCHOOL,Grade 5 Math,69,14,55,5,9%,7,13%,18,33%,25,45%,78%,610
6/30/2021,310200010255,MS 255 SALK SCHOOL OF SCIENCE,Grade 6 ELA,122,31,91,1,1%,3,3%,11,12%,76,84%,96%,627
6/30/2021,310200010255,MS 255 SALK SCHOOL OF SCIENCE,Grade 6 Math,122,29,93,3,3%,4,4%,16,17%,70,75%,92%,622
6/30/2021,310200010255,MS 255 SALK SCHOOL OF SCIENCE,Grade 7 ELA,108,39,69,0,0%,3,4%,9,13%,57,83%,96%,632
6/30/2021,310200010255,MS 255 SALK SCHOOL OF SCIENCE,Grade 7 Math,108,39,69,0,0%,1,1%,18,26%,50,72%,99%,625
6/30/2021,310200010255,MS 255 SALK SCHOOL OF SCIENCE,Grade 8 ELA,126,61,65,0,0%,0,0%,9,14%,56,86%,100%,628
6/30/2021,310200010255,MS 255 SALK SCHOOL OF SCIENCE,Grade 8 Math,126,126,0,0,,0,,0,,0,,,
6/30/2021,310200010260,CLINTON SCHOOL (THE),Grade 6 ELA,94,80,14,0,0%,0,0%,2,14%,12,86%,100%,632
6/30/2021,310200010260,CLINTON SCHOOL (THE),Grade 6 Math,94,83,11,0,0%,1,9%,3,27%,7,64%,91%,624
6/30/2021,310200010260,CLINTON SCHOOL (THE),Grade 7 ELA,96,66,30,0,0%,1,3%,7,23%,22,73%,97%,627
6/30/2021,310200010260,CLINTON SCHOOL (THE),Grade 7 Math,97,68,29,0,0%,3,10%,11,38%,15,52%,90%,619
6/30/2021,310200010260,CLINTON SCHOOL (THE),Grade 8 ELA,91,87,4,-,-,-,-,-,-,-,-,-,-
6/30/2021,310200010260,CLINTON SCHOOL (THE),Grade 8 Math,91,91,0,0,,0,,0,,0,,,
6/30/2021,310200010267,EAST SIDE ELEMENTARY-PS 267,Grade 3 ELA,65,22,43,1,2%,4,9%,22,51%,16,37%,88%,618
6/30/2021,310200010267,EAST SIDE ELEMENTARY-PS 267,Grade 3 Math,65,22,43,1,2%,4,9%,12,28%,26,60%,88%,615
6/30/2021,310200010267,EAST SIDE ELEMENTARY-PS 267,Grade 4 ELA,61,19,42,0,0%,2,5%,4,10%,36,86%,95%,628
6/30/2021,310200010267,EAST SIDE ELEMENTARY-PS 267,Grade 4 Math,61,18,43,5,12%,11,26%,13,30%,14,33%,63%,604
6/30/2021,310200010267,EAST SIDE ELEMENTARY-PS 267,Grade 5 ELA,57,33,24,2,8%,4,17%,7,29%,11,46%,75%,616
6/30/2021,310200010267,EAST SIDE ELEMENTARY-PS 267,Grade 5 Math,57,35,22,2,9%,2,9%,6,27%,12,55%,82%,613
