SCHOOL YEAR END DATE,BEDS CODE,NAME,SUBJECT,TOTAL ENROLLED,TOTAL NOT TESTED,TOTAL TESTED,LEVEL 1 COUNT,LEVEL 1 PCT,LEVEL 2 COUNT,LEVEL 2 PCT,LEVEL 3 COUNT,LEVEL 3 PCT,LEVEL 4 COUNT,LEVEL 4 PCT,LEVEL 3-4 PCT,MEAN SCALE SCORE
6/30/2021,342900010181,PS 181 BROOKFIELD,Grade 5 Math,45,35,10,8,80%,1,10%,1,10%,0,0%,10%,582
6/30/2021,342900010192,IS 192 LINDEN (THE),Grade 5 Math,1,1,0,0,,0,,0,,0,,,
6/30/2021,342900010192,IS 192 LINDEN (THE),Grade 6 ELA,129,92,37,12,32%,9,24%,8,22%,8,22%,43%,594
6/30/2021,342900010192,IS 192 LINDEN (THE),Grade 6 Math,129,90,39,23,59%,10,26%,4,10%,2,5%,15%,588
6/30/2021,342900010192,IS 192 LINDEN (THE),Grade 7 ELA,137,89,48,20,42%,10,21%,13,27%,5,10%,38%,594
6/30/2021,342900010192,IS 192 LINDEN (THE),Grade 7 Math,137,85,52,34,65%,16,31%,2,4%,0,0%,4%,578
6/30/2021,342900010192,IS 192 LINDEN (THE),Grade 8 ELA,129,99,30,11,37%,12,40%,4,13%,3,10%,23%,588
6/30/2021,342900010192,IS 192 LINDEN (THE),Grade 8 Math,129,96,33,20,61%,12,36%,0,0%,1,3%,3%,585
6/30/2021,342900010195,PS 195 WILLIAM HABERLE,Grade 3 ELA,71,59,12,4,33%,3,25%,5,42%,0,0%,42%,590
6/30/2021,342900010195,PS 195 WILLIAM HABERLE,Grade 3 Math,71,57,14,6,43%,5,36%,1,7%,2,14%,21%,588
6/30/2021,342900010195,PS 195 WILLIAM HABERLE,Grade 4 ELA,70,55,15,4,27%,5,33%,4,27%,2,13%,40%,592
6/30/2021,342900010195,PS 195 WILLIAM HABERLE,Grade 4 Math,70,54,16,6,38%,4,25%,4,25%,2,13%,38%,590
6/30/2021,342900010195,PS 195 WILLIAM HABERLE,Grade 5 ELA,71,47,24,7,29%,10,42%,3,13%,4,17%,29%,596
6/30/2021,342900010195,PS 195 WILLIAM HABERLE,Grade 5 Math,71,47,24,13,54%,7,29%,3,13%,1,4%,17%,586
6/30/2021,342900010208,PS/IS 208,Grade 3 ELA,67,40,27,1,4%,6,22%,10,37%,10,37%,74%,612
6/30/2021,342900010208,PS/IS 208,Grade 3 Math,67,40,27,8,30%,10,37%,8,30%,1,4%,33%,593
6/30/2021,342900010208,PS/IS 208,Grade 4 ELA,63,46,17,0,0%,3,18%,5,29%,9,53%,82%,618
6/30/2021,342900010208,PS/IS 208,Grade 4 Math,63,46,17,1,6%,6,35%,7,41%,3,18%,59%,600
6/30/2021,342900010208,PS/IS 208,Grade 5 ELA,78,56,22,3,14%,8,36%,5,23%,6,27%,50%,606
6/30/2021,342900010208,PS/IS 208,Grade 5 Math,78,60,18,7,39%,3,17%,3,17%,5,28%,44%,600
6/30/2021,342900010208,PS/IS 208,Grade 6 ELA,111,76,35,7,20%,7,20%,11,31%,10,29%,60%,603
6/30/2021,342900010208,PS/IS 208,Grade 6 Math,110,81,29,8,28%,12,41%,6,21%,3,10%,31%,595
6/30/2021,342900010208,PS/IS 208,Grade 7 ELA,109,80,29,6,21%,9,31%,12,41%,2,7%,48%,600
6/30/2021,342900010208,PS/IS 208,Grade 7 Math,109,85,24,6,25%,11,46%,5,21%,2,8%,29%,595
6/30/2021,342900010208,PS/IS 208,Grade 8 ELA,92,79,13,0,0%,1,8%,5,38%,7,54%,92%,615
6/30/2021,342900010208,PS/IS 208,Grade 8 Math,92,82,10,0,0%,3,30%,6,60%,1,10%,70%,611
6/30/2021,342900010238,IS 238 SUSAN B ANTHONY ACADEMY,Grade 6 ELA,320,275,45,13,29%,11,24%,12,27%,9,20%,47%,594
6/30/2021,342900010238,IS 238 SUSAN B ANTHONY ACADEMY,Grade 6 Math,319,272,47,30,64%,9,19%,4,9%,4,9%,17%,588
6/30/2021,342900010238,IS 238 SUSAN B ANTHONY ACADEMY,Grade 7 ELA,387,317,70,20,29%,11,16%,29,41%,10,14%,56%,598
6/30/2021,342900010238,IS 238 SUSAN B ANTHONY ACADEMY,Grade 7 Math,386,315,71,20,28%,27,38%,13,18%,11,15%,34%,596
6/30/2021,342900010238,IS 238 SUSAN B ANTHONY ACADEMY,Grade 8 ELA,406,364,42,11,26%,15,36%,10,24%,6,14%,38%,593
6/30/2021,342900010238,IS 238 SUSAN B ANTHONY ACADEMY,Grade 8 Math,404,404,0,0,,0,,0,,0,,,
6/30/2021,342900010251,PS 251,Grade 3 ELA,53,36,17,0,0%,5,29%,3,18%,9,53%,71%,617
6/30/2021,342900010251,PS 251,Grade 3 Math,53,35,18,2,11%,2,11%,5,28%,9,50%,78%,612
6/30/2021,342900010251,PS 251,Grade 4 ELA,53,45,8,0,0%,1,13%,0,0%,7,88%,88%,627
6/30/2021,342900010251,PS 251,Grade 4 Math,53,46,7,2,29%,0,0%,2,29%,3,43%,71%,608
6/30/2021,342900010251,PS 251,Grade 5 ELA,62,46,16,6,38%,2,13%,2,13%,6,38%,50%,607
6/30/2021,342900010251,PS 251,Grade 5 Math,62,46,16,5,31%,6,38%,3,19%,2,13%,31%,594
6/30/2021,342900010268,PS/IS 268,Grade 3 ELA,78,70,8,1,13%,3,38%,2,25%,2,25%,50%,604
6/30/2021,342900010268,PS/IS 268,Grade 3 Math,78,67,11,5,45%,4,36%,2,18%,0,0%,18%,584
6/30/2021,342900010268,PS/IS 268,Grade 4 ELA,65,56,9,3,33%,2,22%,1,11%,3,33%,44%,594
6/30/2021,342900010268,PS/IS 268,Grade 4 Math,65,52,13,5,38%,6,46%,1,8%,1,8%,15%,591
6/30/2021,342900010268,PS/IS 268,Grade 5 ELA,67,56,11,5,45%,2,18%,2,18%,2,18%,36%,596
6/30/2021,342900010268,PS/IS 268,Grade 5 Math,67,55,12,6,50%,4,33%,1,8%,1,8%,17%,591
6/30/2021,342900010268,PS/IS 268,Grade 6 ELA,65,60,5,1,20%,0,0%,2,40%,2,40%,80%,604
6/30/2021,342900010268,PS/IS 268,Grade 6 Math,65,60,5,1,20%,1,20%,2,40%,1,20%,60%,603
6/30/2021,342900010268,PS/IS 268,Grade 7 ELA,64,54,10,3,30%,3,30%,4,40%,0,0%,40%,596
6/30/2021,342900010268,PS/IS 268,Grade 7 Math,64,56,8,5,63%,1,13%,2,25%,0,0%,25%,587
6/30/2021,342900010268,PS/IS 268,Grade 8 ELA,71,65,6,1,17%,3,50%,2,33%,0,0%,33%,594
6/30/2021,342900010268,PS/IS 268,Grade 8 Math,71,65,6,4,67%,2,33%,0,0%,0,0%,0%,585
6/30/2021,342900010270,GORDON PARKS SCHOOL (THE),Grade 3 ELA,48,30,18,0,0%,15,83%,1,6%,2,11%,17%,596
6/30/2021,342900010270,GORDON PARKS SCHOOL (THE),Grade 3 Math,48,34,14,1,7%,7,50%,6,43%,0,0%,43%,597
6/30/2021,342900010270,GORDON PARKS SCHOOL (THE),Grade 4 ELA,52,29,23,1,4%,4,17%,8,35%,10,43%,78%,612
6/30/2021,342900010270,GORDON PARKS SCHOOL (THE),Grade 4 Math,52,30,22,3,14%,6,27%,9,41%,4,18%,59%,601
6/30/2021,342900010270,GORDON PARKS SCHOOL (THE),Grade 5 ELA,90,65,25,7,28%,7,28%,8,32%,3,12%,44%,602
6/30/2021,342900010270,GORDON PARKS SCHOOL (THE),Grade 5 Math,90,65,25,13,52%,7,28%,3,12%,2,8%,20%,590
6/30/2021,342900010270,GORDON PARKS SCHOOL (THE),Grade 6 ELA,103,69,34,4,12%,6,18%,15,44%,9,26%,71%,602
6/30/2021,342900010270,GORDON PARKS SCHOOL (THE),Grade 6 Math,103,67,36,20,56%,10,28%,6,17%,0,0%,17%,590
6/30/2021,342900010270,GORDON PARKS SCHOOL (THE),Grade 7 ELA,103,83,20,3,15%,8,40%,6,30%,3,15%,45%,605
6/30/2021,342900010270,GORDON PARKS SCHOOL (THE),Grade 7 Math,103,83,20,9,45%,9,45%,2,10%,0,0%,10%,585
6/30/2021,342900010270,GORDON PARKS SCHOOL (THE),Grade 8 ELA,124,72,52,1,2%,19,37%,14,27%,18,35%,62%,606
6/30/2021,342900010270,GORDON PARKS SCHOOL (THE),Grade 8 Math,124,81,43,11,26%,20,47%,8,19%,4,9%,28%,601
6/30/2021,342900010289,QUEENS UNITED MIDDLE SCHOOL,Grade 6 ELA,55,53,2,-,-,-,-,-,-,-,-,-,-
6/30/2021,342900010289,QUEENS UNITED MIDDLE SCHOOL,Grade 6 Math,55,53,2,-,-,-,-,-,-,-,-,-,-
6/30/2021,342900010289,QUEENS UNITED MIDDLE SCHOOL,Grade 7 ELA,61,56,5,3,60%,1,20%,1,20%,0,0%,20%,580
6/30/2021,342900010289,QUEENS UNITED MIDDLE SCHOOL,Grade 7 Math,61,57,4,-,-,-,-,-,-,-,-,-,-
6/30/2021,342900010289,QUEENS UNITED MIDDLE SCHOOL,Grade 8 ELA,54,53,1,-,-,-,-,-,-,-,-,-,-
6/30/2021,342900010289,QUEENS UNITED MIDDLE SCHOOL,Grade 8 Math,53,50,3,-,-,-,-,-,-,-,-,-,-
6/30/2021,342900010295,PS/IS 295,Grade 3 ELA,57,54,3,-,-,-,-,-,-,-,-,-,-
6/30/2021,342900010295,PS/IS 295,Grade 3 Math,56,54,2,-,-,-,-,-,-,-,-,-,-
6/30/2021,342900010295,PS/IS 295,Grade 4 ELA,54,47,7,1,14%,1,14%,3,43%,2,29%,71%,603
6/30/2021,342900010295,PS/IS 295,Grade 4 Math,55,47,8,0,0%,2,25%,4,50%,2,25%,75%,605
6/30/2021,342900010295,PS/IS 295,Grade 5 ELA,59,55,4,-,-,-,-,-,-,-,-,-,-
6/30/2021,342900010295,PS/IS 295,Grade 5 Math,59,54,5,0,0%,0,0%,3,60%,2,40%,100%,613
6/30/2021,342900010295,PS/IS 295,Grade 6 ELA,66,55,11,0,0%,0,0%,6,55%,5,45%,100%,617
6/30/2021,342900010295,PS/IS 295,Grade 6 Math,66,58,8,3,38%,3,38%,1,13%,1,13%,25%,598
6/30/2021,342900010295,PS/IS 295,Grade 7 ELA,65,56,9,0,0%,4,44%,3,33%,2,22%,56%,609
6/30/2021,342900010295,PS/IS 295,Grade 7 Math,65,56,9,2,22%,4,44%,2,22%,1,11%,33%,601
6/30/2021,342900010295,PS/IS 295,Grade 8 ELA,60,56,4,-,-,-,-,-,-,-,-,-,-
6/30/2021,342900010295,PS/IS 295,Grade 8 Math,60,60,0,0,,0,,0,,0,,,
6/30/2021,342900010355,COLLABORATIVE ARTS MIDDLE SCHOOL,Grade 6 ELA,144,138,6,3,50%,1,17%,2,33%,0,0%,33%,592
6/30/2021,342900010355,COLLABORATIVE ARTS MIDDLE SCHOOL,Grade 6 Math,144,138,6,5,83%,1,17%,0,0%,0,0%,0%,583
6/30/2021,342900010355,COLLABORATIVE ARTS MIDDLE SCHOOL,Grade 7 ELA,120,117,3,-,-,-,-,-,-,-,-,-,-
6/30/2021,342900010355,COLLABORATIVE ARTS MIDDLE SCHOOL,Grade 7 Math,120,117,3,-,-,-,-,-,-,-,-,-,-
6/30/2021,342900010355,COLLABORATIVE ARTS MIDDLE SCHOOL,Grade 8 ELA,121,117,4,-,-,-,-,-,-,-,-,-,-
6/30/2021,342900010355,COLLABORATIVE ARTS MIDDLE SCHOOL,Grade 8 Math,122,119,3,-,-,-,-,-,-,-,-,-,-
6/30/2021,342900010356,COMMUNITY VOICES MIDDLE SCHOOL,Grade 6 ELA,108,94,14,0,0%,6,43%,5,36%,3,21%,57%,603
6/30/2021,342900010356,COMMUNITY VOICES MIDDLE SCHOOL,Grade 6 Math,107,90,17,12,71%,2,12%,3,18%,0,0%,18%,585
6/30/2021,342900010356,COMMUNITY VOICES MIDDLE SCHOOL,Grade 7 ELA,91,65,26,7,27%,15,58%,3,12%,1,4%,15%,593
6/30/2021,342900010356,COMMUNITY VOICES MIDDLE SCHOOL,Grade 7 Math,91,67,24,16,67%,7,29%,1,4%,0,0%,4%,578
6/30/2021,342900010356,COMMUNITY VOICES MIDDLE SCHOOL,Grade 8 ELA,117,83,34,10,29%,9,26%,6,18%,9,26%,44%,596
6/30/2021,342900010356,COMMUNITY VOICES MIDDLE SCHOOL,Grade 8 Math,117,90,27,15,56%,8,30%,1,4%,3,11%,15%,590
6/30/2021,342900010360,PS 360,Grade 3 ELA,49,28,21,0,0%,3,14%,15,71%,3,14%,86%,612
6/30/2021,342900010360,PS 360,Grade 3 Math,49,26,23,1,4%,3,13%,14,61%,5,22%,83%,605
6/30/2021,342900010360,PS 360,Grade 4 ELA,42,25,17,1,6%,4,24%,6,35%,6,35%,71%,607
6/30/2021,342900010360,PS 360,Grade 4 Math,42,28,14,3,21%,5,36%,0,0%,6,43%,43%,602
6/30/2021,342900010360,PS 360,Grade 5 ELA,47,39,8,0,0%,5,63%,2,25%,1,13%,38%,606
6/30/2021,342900010360,PS 360,Grade 5 Math,47,39,8,2,25%,3,38%,2,25%,1,13%,38%,599
6/30/2021,342900011243,INSTITUTE FOR HEALTH PROFESIONS,Grade 8 ELA,1,1,0,0,,0,,0,,0,,,
6/30/2021,342900011243,INSTITUTE FOR HEALTH PROFESIONS,Grade 8 Math,1,1,0,0,,0,,0,,0,,,
6/30/2021,342900011259,PATHWAYS COLLEGE PREPARATORY SCHOOL,Grade 6 ELA,105,88,17,5,29%,4,24%,6,35%,2,12%,47%,597
6/30/2021,342900011259,PATHWAYS COLLEGE PREPARATORY SCHOOL,Grade 6 Math,105,90,15,8,53%,6,40%,1,7%,0,0%,7%,583
6/30/2021,342900011259,PATHWAYS COLLEGE PREPARATORY SCHOOL,Grade 7 ELA,82,69,13,3,23%,6,46%,4,31%,0,0%,31%,595
6/30/2021,342900011259,PATHWAYS COLLEGE PREPARATORY SCHOOL,Grade 7 Math,82,72,10,7,70%,3,30%,0,0%,0,0%,0%,575
6/30/2021,342900011259,PATHWAYS COLLEGE PREPARATORY SCHOOL,Grade 8 ELA,86,73,13,4,31%,3,23%,2,15%,4,31%,46%,595
6/30/2021,342900011259,PATHWAYS COLLEGE PREPARATORY SCHOOL,Grade 8 Math,86,86,0,0,,0,,0,,0,,,
6/30/2021,342900011283,PREP ACADEMY FOR WRITERS,Grade 6 ELA,62,51,11,1,9%,2,18%,5,45%,3,27%,73%,605
6/30/2021,342900011283,PREP ACADEMY FOR WRITERS,Grade 6 Math,62,51,11,2,18%,3,27%,5,45%,1,9%,55%,601
6/30/2021,342900011283,PREP ACADEMY FOR WRITERS,Grade 7 ELA,69,65,4,-,-,-,-,-,-,-,-,-,-
6/30/2021,342900011283,PREP ACADEMY FOR WRITERS,Grade 7 Math,69,69,0,0,,0,,0,,0,,,
6/30/2021,342900011283,PREP ACADEMY FOR WRITERS,Grade 8 ELA,67,63,4,-,-,-,-,-,-,-,-,-,-
6/30/2021,342900011283,PREP ACADEMY FOR WRITERS,Grade 8 Math,67,67,0,0,,0,,0,,0,,,
6/30/2021,342900011327,EAGLE ACADEMY FOR YOUNG MEN III,Grade 6 ELA,57,41,16,1,6%,2,13%,6,38%,7,44%,81%,609
6/30/2021,342900011327,EAGLE ACADEMY FOR YOUNG MEN III,Grade 6 Math,57,41,16,8,50%,5,31%,1,6%,2,13%,19%,591
6/30/2021,342900011327,EAGLE ACADEMY FOR YOUNG MEN III,Grade 7 ELA,46,35,11,0,0%,7,64%,3,27%,1,9%,36%,602
6/30/2021,342900011327,EAGLE ACADEMY FOR YOUNG MEN III,Grade 7 Math,46,35,11,4,36%,6,55%,1,9%,0,0%,9%,591
6/30/2021,342900011327,EAGLE ACADEMY FOR YOUNG MEN III,Grade 8 ELA,53,43,10,3,30%,2,20%,5,50%,0,0%,50%,593
6/30/2021,342900011327,EAGLE ACADEMY FOR YOUNG MEN III,Grade 8 Math,53,53,0,0,,0,,0,,0,,,
6/30/2021,342900860821,MERRICK ACADEMY-QUEENS PUBLIC CHARTER SC,Grade 3 ELA,92,55,37,6,16%,12,32%,16,43%,3,8%,51%,598
6/30/2021,342900860821,MERRICK ACADEMY-QUEENS PUBLIC CHARTER SC,Grade 3 Math,92,60,32,14,44%,10,31%,8,25%,0,0%,25%,584
6/30/2021,342900860821,MERRICK ACADEMY-QUEENS PUBLIC CHARTER SC,Grade 4 ELA,86,52,34,6,18%,11,32%,12,35%,5,15%,50%,596
6/30/2021,342900860821,MERRICK ACADEMY-QUEENS PUBLIC CHARTER SC,Grade 4 Math,86,55,31,17,55%,8,26%,5,16%,1,3%,19%,582
6/30/2021,342900860821,MERRICK ACADEMY-QUEENS PUBLIC CHARTER SC,Grade 5 ELA,98,56,42,11,26%,16,38%,6,14%,9,21%,36%,601
6/30/2021,342900860821,MERRICK ACADEMY-QUEENS PUBLIC CHARTER SC,Grade 5 Math,98,63,35,15,43%,10,29%,8,23%,2,6%,29%,591
6/30/2021,342900860974,RIVERTON STREET CHARTER SCHOOL,Grade 3 ELA,112,112,0,0,,0,,0,,0,,,
6/30/2021,342900860974,RIVERTON STREET CHARTER SCHOOL,Grade 3 Math,112,112,0,0,,0,,0,,0,,,
6/30/2021,342900860974,RIVERTON STREET CHARTER SCHOOL,Grade 4 ELA,112,112,0,0,,0,,0,,0,,,
6/30/2021,342900860974,RIVERTON STREET CHARTER SCHOOL,Grade 4 Math,112,112,0,0,,0,,0,,0,,,
6/30/2021,342900860974,RIVERTON STREET CHARTER SCHOOL,Grade 5 ELA,112,112,0,0,,0,,0,,0,,,
6/30/2021,342900860974,RIVERTON STREET CHARTER SCHOOL,Grade 5 Math,112,112,0,0,,0,,0,,0,,,
6/30/2021,342900860974,RIVERTON STREET CHARTER SCHOOL,Grade 6 ELA,108,108,0,0,,0,,0,,0,,,
6/30/2021,342900860974,RIVERTON STREET CHARTER SCHOOL,Grade 6 Math,108,108,0,0,,0,,0,,0,,,
6/30/2021,342900860974,RIVERTON STREET CHARTER SCHOOL,Grade 7 ELA,107,107,0,0,,0,,0,,0,,,
6/30/2021,342900860974,RIVERTON STREET CHARTER SCHOOL,Grade 7 Math,107,107,0,0,,0,,0,,0,,,
6/30/2021,342900860974,RIVERTON STREET CHARTER SCHOOL,Grade 8 ELA,105,105,0,0,,0,,0,,0,,,
6/30/2021,342900860974,RIVERTON STREET CHARTER SCHOOL,Grade 8 Math,105,105,0,0,,0,,0,,0,,,
6/30/2021,342900861077,SUCCESS ACADEMY CHARTER SCHOOL - ROSEDAL,Grade 3 ELA,108,108,0,0,,0,,0,,0,,,
6/30/2021,342900861077,SUCCESS ACADEMY CHARTER SCHOOL - ROSEDAL,Grade 3 Math,108,108,0,0,,0,,0,,0,,,
6/30/2021,342900861077,SUCCESS ACADEMY CHARTER SCHOOL - ROSEDAL,Grade 4 ELA,127,127,0,0,,0,,0,,0,,,
6/30/2021,342900861077,SUCCESS ACADEMY CHARTER SCHOOL - ROSEDAL,Grade 4 Math,126,126,0,0,,0,,0,,0,,,
6/30/2021,342900861077,SUCCESS ACADEMY CHARTER SCHOOL - ROSEDAL,Grade 5 ELA,97,97,0,0,,0,,0,,0,,,
6/30/2021,342900861077,SUCCESS ACADEMY CHARTER SCHOOL - ROSEDAL,Grade 5 Math,95,95,0,0,,0,,0,,0,,,
6/30/2021,342900861078,SUCCESS ACADEMY CHARTER SCHOOL - SPRINGF,Grade 3 ELA,132,132,0,0,,0,,0,,0,,,
6/30/2021,342900861078,SUCCESS ACADEMY CHARTER SCHOOL - SPRINGF,Grade 3 Math,132,132,0,0,,0,,0,,0,,,
6/30/2021,342900861078,SUCCESS ACADEMY CHARTER SCHOOL - SPRINGF,Grade 4 ELA,101,101,0,0,,0,,0,,0,,,
6/30/2021,342900861078,SUCCESS ACADEMY CHARTER SCHOOL - SPRINGF,Grade 4 Math,101,101,0,0,,0,,0,,0,,,
6/30/2021,342900861078,SUCCESS ACADEMY CHARTER SCHOOL - SPRINGF,Grade 5 ELA,110,110,0,0,,0,,0,,0,,,
6/30/2021,342900861078,SUCCESS ACADEMY CHARTER SCHOOL - SPRINGF,Grade 5 Math,110,110,0,0,,0,,0,,0,,,
6/30/2021,342900861078,SUCCESS ACADEMY CHARTER SCHOOL - SPRINGF,Grade 6 ELA,159,159,0,0,,0,,0,,0,,,
6/30/2021,342900861078,SUCCESS ACADEMY CHARTER SCHOOL - SPRINGF,Grade 6 Math,159,159,0,0,,0,,0,,0,,,
6/30/2021,342900861078,SUCCESS ACADEMY CHARTER SCHOOL - SPRINGF,Grade 7 ELA,93,93,0,0,,0,,0,,0,,,
6/30/2021,342900861078,SUCCESS ACADEMY CHARTER SCHOOL - SPRINGF,Grade 7 Math,93,93,0,0,,0,,0,,0,,,
6/30/2021,343000010000,NEW YORK CITY GEOGRAPHIC DISTRICT #30,Grade 3 ELA,2703,1744,959,86,9%,217,23%,378,39%,278,29%,68%,608
6/30/2021,343000010000,NEW YORK CITY GEOGRAPHIC DISTRICT #30,Grade 3 Math,2699,1706,993,167,17%,170,17%,303,31%,353,36%,66%,604
6/30/2021,343000010000,NEW YORK CITY GEOGRAPHIC DISTRICT #30,Grade 4 ELA,2742,1725,1017,123,12%,173,17%,231,23%,490,48%,71%,611
6/30/2021,343000010000,NEW YORK CITY GEOGRAPHIC DISTRICT #30,Grade 4 Math,2741,1682,1059,222,21%,228,22%,236,22%,373,35%,58%,602
6/30/2021,343000010000,NEW YORK CITY GEOGRAPHIC DISTRICT #30,Grade 5 ELA,2930,1899,1031,198,19%,221,21%,226,22%,386,37%,59%,611
6/30/2021,343000010000,NEW YORK CITY GEOGRAPHIC DISTRICT #30,Grade 5 Math,2930,1862,1068,286,27%,208,19%,223,21%,351,33%,54%,603
6/30/2021,343000010000,NEW YORK CITY GEOGRAPHIC DISTRICT #30,Grade 6 ELA,3093,2046,1047,178,17%,158,15%,266,25%,445,43%,68%,607
6/30/2021,343000010000,NEW YORK CITY GEOGRAPHIC DISTRICT #30,Grade 6 Math,3097,2032,1065,322,30%,255,24%,223,21%,265,25%,46%,600
6/30/2021,343000010000,NEW YORK CITY GEOGRAPHIC DISTRICT #30,Grade 7 ELA,3102,2094,1008,166,16%,244,24%,305,30%,293,29%,59%,608
6/30/2021,343000010000,NEW YORK CITY GEOGRAPHIC DISTRICT #30,Grade 7 Math,3107,2120,987,207,21%,255,26%,207,21%,318,32%,53%,604
6/30/2021,343000010000,NEW YORK CITY GEOGRAPHIC DISTRICT #30,Grade 8 ELA,3255,2495,760,94,12%,167,22%,208,27%,291,38%,66%,606
6/30/2021,343000010000,NEW YORK CITY GEOGRAPHIC DISTRICT #30,Grade 8 Math,3252,2875,377,121,32%,156,41%,59,16%,41,11%,27%,599
6/30/2021,343000010002,PS 2 ALFRED ZIMBERG,Grade 3 ELA,88,68,20,0,0%,5,25%,9,45%,6,30%,75%,612
6/30/2021,343000010002,PS 2 ALFRED ZIMBERG,Grade 3 Math,86,64,22,2,9%,7,32%,7,32%,6,27%,59%,602
6/30/2021,343000010002,PS 2 ALFRED ZIMBERG,Grade 4 ELA,79,58,21,2,10%,1,5%,4,19%,14,67%,86%,617
6/30/2021,343000010002,PS 2 ALFRED ZIMBERG,Grade 4 Math,79,55,24,0,0%,3,13%,3,13%,18,75%,88%,617
6/30/2021,343000010002,PS 2 ALFRED ZIMBERG,Grade 5 ELA,79,60,19,1,5%,3,16%,7,37%,8,42%,79%,617
6/30/2021,343000010002,PS 2 ALFRED ZIMBERG,Grade 5 Math,79,56,23,1,4%,4,17%,3,13%,15,65%,78%,614
6/30/2021,343000010010,IS 10 HORACE GREELEY,Grade 6 ELA,227,188,39,10,26%,5,13%,14,36%,10,26%,62%,600
6/30/2021,343000010010,IS 10 HORACE GREELEY,Grade 6 Math,228,193,35,15,43%,8,23%,10,29%,2,6%,34%,594
6/30/2021,343000010010,IS 10 HORACE GREELEY,Grade 7 ELA,253,206,47,5,11%,20,43%,16,34%,6,13%,47%,603
6/30/2021,343000010010,IS 10 HORACE GREELEY,Grade 7 Math,254,208,46,9,20%,18,39%,16,35%,3,7%,41%,598
6/30/2021,343000010010,IS 10 HORACE GREELEY,Grade 8 ELA,277,242,35,3,9%,9,26%,6,17%,17,49%,66%,607
6/30/2021,343000010010,IS 10 HORACE GREELEY,Grade 8 Math,276,241,35,5,14%,21,60%,5,14%,4,11%,26%,602
6/30/2021,343000010011,PS 11 KATHRYN PHELAN,Grade 3 ELA,105,44,61,7,11%,16,26%,15,25%,23,38%,62%,609
6/30/2021,343000010011,PS 11 KATHRYN PHELAN,Grade 3 Math,106,41,65,9,14%,10,15%,24,37%,22,34%,71%,605
6/30/2021,343000010011,PS 11 KATHRYN PHELAN,Grade 4 ELA,127,70,57,4,7%,12,21%,9,16%,32,56%,72%,619
6/30/2021,343000010011,PS 11 KATHRYN PHELAN,Grade 4 Math,127,64,63,10,16%,12,19%,14,22%,27,43%,65%,606
6/30/2021,343000010011,PS 11 KATHRYN PHELAN,Grade 5 ELA,121,71,50,10,20%,11,22%,16,32%,13,26%,58%,607
6/30/2021,343000010011,PS 11 KATHRYN PHELAN,Grade 5 Math,121,69,52,15,29%,11,21%,10,19%,16,31%,50%,601
6/30/2021,343000010011,PS 11 KATHRYN PHELAN,Grade 6 ELA,133,62,71,10,14%,7,10%,16,23%,38,54%,76%,611
6/30/2021,343000010011,PS 11 KATHRYN PHELAN,Grade 6 Math,133,62,71,10,14%,18,25%,17,24%,26,37%,61%,606
6/30/2021,343000010017,PS 17 HENRY DAVID THOREAU,Grade 3 ELA,67,35,32,3,9%,14,44%,8,25%,7,22%,47%,601
6/30/2021,343000010017,PS 17 HENRY DAVID THOREAU,Grade 3 Math,68,37,31,9,29%,9,29%,7,23%,6,19%,42%,592
6/30/2021,343000010017,PS 17 HENRY DAVID THOREAU,Grade 4 ELA,75,51,24,4,17%,4,17%,8,33%,8,33%,67%,607
6/30/2021,343000010017,PS 17 HENRY DAVID THOREAU,Grade 4 Math,75,50,25,5,20%,9,36%,4,16%,7,28%,44%,599
6/30/2021,343000010017,PS 17 HENRY DAVID THOREAU,Grade 5 ELA,80,50,30,13,43%,7,23%,4,13%,6,20%,33%,598
6/30/2021,343000010017,PS 17 HENRY DAVID THOREAU,Grade 5 Math,80,53,27,12,44%,10,37%,2,7%,3,11%,19%,590
6/30/2021,343000010069,PS 69 JACKSON HEIGHTS,Grade 3 ELA,167,82,85,10,12%,19,22%,37,44%,19,22%,66%,605
6/30/2021,343000010069,PS 69 JACKSON HEIGHTS,Grade 3 Math,167,81,86,13,15%,16,19%,32,37%,25,29%,66%,602
6/30/2021,343000010069,PS 69 JACKSON HEIGHTS,Grade 4 ELA,132,71,61,6,10%,10,16%,17,28%,28,46%,74%,611
6/30/2021,343000010069,PS 69 JACKSON HEIGHTS,Grade 4 Math,132,73,59,7,12%,11,19%,17,29%,24,41%,69%,607
6/30/2021,343000010069,PS 69 JACKSON HEIGHTS,Grade 5 ELA,143,83,60,14,23%,12,20%,15,25%,19,32%,57%,609
6/30/2021,343000010069,PS 69 JACKSON HEIGHTS,Grade 5 Math,143,82,61,21,34%,6,10%,14,23%,20,33%,56%,602
6/30/2021,343000010070,PS 70,Grade 3 ELA,134,72,62,8,13%,12,19%,20,32%,22,35%,68%,609
6/30/2021,343000010070,PS 70,Grade 3 Math,134,71,63,16,25%,11,17%,21,33%,15,24%,57%,600
6/30/2021,343000010070,PS 70,Grade 4 ELA,110,56,54,4,7%,11,20%,13,24%,26,48%,72%,613
6/30/2021,343000010070,PS 70,Grade 4 Math,111,59,52,8,15%,13,25%,18,35%,13,25%,60%,602
6/30/2021,343000010070,PS 70,Grade 5 ELA,135,97,38,11,29%,8,21%,8,21%,11,29%,50%,607
